Time,Signal
0.0,0.0
0.001,0.18890161557109453
0.002,0.3104470503318836
0.003,0.32300713755848065
0.004,0.22657989386751148
0.005,0.06279051952931342
0.006,-0.10100877015980925
0.007,-0.19746575833780286
0.008,-0.18495524003733124
0.009000000000000001,-0.06347919081426004
0.01,0.12533323356430418
0.011,0.3141258663723799
0.012,0.4355425440093032
0.013000000000000001,0.4479541200834296
0.014,0.35135863466301803
0.015,0.18738131458572474
0.016,0.023374404826665224
0.017,-0.07330984496649151
0.018000000000000002,-0.061046193939164745
0.019,0.06016342133598271
0.02,0.2486898871648547
0.021,0.43717708197763927
0.022,0.5582688904058712
0.023,0.5703362173585222
0.024,0.4733771572647766
0.025,0.3090169943749471
0.026000000000000002,0.144608034119467
0.027,0.04750258963444065
0.028,0.05932596828597092
0.029,0.18007630302550864
0.03,0.36812455268467775
0.031,0.5561146712095428
0.032,0.6766906217257485
0.033,0.6882233906022086
0.034,0.5907111566810255
0.035,0.4257792915650719
0.036000000000000004,0.2607801909631904
0.037,0.1630662612014862
0.038,0.17426290573294162
0.039,0.2943683564775904
0.04,0.481753674101715
0.041,0.6690629172360341
0.042,0.7889401565243072
0.043000000000000003,0.7997564886700523
0.044,0.7015102056490377
0.045,0.5358267949789969
0.046,0.3700587710465274
0.047,0.271558661599642
0.048,0.28195199423821055
0.049,0.4012371277345262
0.05,0.5877852522924737
0.051000000000000004,0.7742405587452613
0.052000000000000005,0.8932472525831521
0.053,0.9031765679788801
0.054,0.8040269369784426
0.055,0.637423989748689
0.056,0.4707203858817026
0.057,0.3712688008644101
0.058,0.3806949125457055
0.059000000000000004,0.4989972324332831
0.06,0.6845471059286882
0.061,0.8699888815005473
0.062,0.9879669246873952
0.063,0.9968526320978313
0.064,0.8966446005756492
0.065,0.7289686274214111
0.066,0.5611775416704308
0.067,0.46062419053563597
0.068,0.4689344258475584
0.069,0.5861069353237065
0.07,0.770513242775791
0.07100000000000001,0.954797877254766
0.07200000000000001,1.0716053870251656
0.073,1.079307353536382
0.074,0.977902560558619
0.075,0.8090169943749469
0.076,0.6400036750294427
0.077,0.5382156427398812
0.078,0.5452789443072664
0.079,0.6611924643544003
0.08,0.8443279255020145
0.081,1.027330057482434
0.082,1.1428436110821987
0.083,1.1492403720813813
0.084,1.0465193303572662
0.085,0.8763066800438631
0.08600000000000001,0.70595565074721
0.08700000000000001,0.6028194939249976
0.088,0.6085244692627172
0.089,0.7230696758786276
0.09,0.9048270524660188
0.091,1.0864415463727377
0.092,1.2005581275094632
0.093,1.205548802254416
0.094,1.1014127825222004
0.095,0.929776485888251
0.096,0.757993366768869
0.097,0.653416902765328
0.098,0.6576735810043188
0.099,0.7707627293070027
0.1,0.9510565162951551
0.101,1.1312001204343853
0.10200000000000001,1.2438387439059226
0.10300000000000001,1.2473446264746313
0.10400000000000001,1.1417172145210133
0.105,0.9685831611286309
0.106,0.795296157226931
0.107,0.6892099178980318
0.108,0.6919511686796471
0.109,0.8035194766965053
0.11,0.98228725072869
0.111,1.1608999102169493
0.112,1.2720028990964138
0.113,1.2739686996264599
0.114,1.166797001384392
0.115,0.9921147013144753
0.116,0.817275734832267
0.117,0.7096340620927539
0.11800000000000001,0.7108166542546267
0.11900000000000001,0.8208233245728738
0.12,0.9980267284282707
0.121,1.1750725322937596
0.122,1.2846064275291358
0.123,1.2850011441718467
0.124,1.176256619891559
0.125,0.9999999999999999
0.126,0.8235854685160734
0.127,0.7143672343947534
0.128,0.7139725177520431
0.129,0.8224013809182757
0.13,0.9980267284282729
0.131,1.1734944759483577
0.132,1.2814505640317195
0.133,1.2802679718698462
0.134,1.1699468862077493
0.135,0.9921147013144754
0.136,0.8141258500089066
0.137,0.7033347898493678
0.138,0.7013689893193223
0.139,0.8082287588414653
0.14,0.9822872507286919
0.14100000000000001,1.1561906280719922
0.14200000000000002,1.2625850784567398
0.14300000000000002,1.2598438276751227
0.14400000000000002,1.1479673086024134
0.145,0.9685831611286313
0.146,0.7890460631455348
0.147,0.6767107166975408
0.148,0.6732048341288296
0.149,0.7785289690589012
0.15,0.9510565162951548
0.151,1.1234338806824846
0.152,1.2283074907814102
0.153,1.2240508125424203
0.154,1.110664518144353
0.155,0.9297764858882493
0.156,0.7487416311467171
0.157,0.6349148924773242
0.158,0.6299242177323717
0.159,0.7337703949972554
0.16,0.9048270524660182
0.161,1.075740827254113
0.162,1.1791583790398101
0.163,1.1734534037020898
0.164,1.0586268021226926
0.165,0.8763066800438636
0.166,0.693848178981783
0.167,0.5786064623042887
0.168,0.5722097013051071
0.169,0.6746589061069532
0.17,0.8443279255020159
0.171,1.0138636157298853
0.17200000000000001,1.1159128540843597
0.17300000000000001,1.1088495525169724
0.17400000000000002,0.9926748264049217
0.17500000000000002,0.8090169943749457
0.176,0.6252314091831361
0.177,0.5086734437592896
0.178,0.500971477248072
0.179,0.6021267258792797
0.18,0.770513242775788
0.181,0.9387780866991899
0.182,1.0395683356246503
0.183,1.031258100312729
0.184,0.9138486930459171
0.185,0.7289686274214119
0.186,0.5439734492001647
0.187,0.4262187223207388
0.188,0.4173330149103028
0.189,0.5173177301250628
0.19,0.6845471059286896
0.191,0.851668383808768
0.192,0.9513288223227987
0.193,0.9419027106415025
0.194,0.8233915372571854
0.195,0.637423989748688
0.196,0.4513557856029563
0.197,0.3325426582017869
0.198,0.3226133428060593
0.199,0.4215694073697781
0.2,0.5877852522924759
0.201,0.7539082791100126
0.202,0.8525859040153025
0.203,0.8421925713767333
0.20400000000000001,0.7227299224220087
0.20500000000000002,0.5358267949789928
0.20600000000000002,0.34883905427354966
0.20700000000000002,0.22912257889295828
0.20800000000000002,0.2183062467472165
0.209,0.31639176586054923
0.21,0.48175367410171616
0.211,0.647039507853076
0.212,0.7448968155100348
0.213,0.7337001709785799
0.214,0.6134513423386777
0.215,0.42577929156507555
0.216,0.23804000530554367
0.217,0.11758948082511683
0.218,0.10605671194865646
0.219,0.20344351983406075
0.22,0.3681245526846808
0.221,0.5327474544009957
0.222,0.6299598780630646
0.223,0.6181364994115335
0.224,0.497279185494953
0.225,0.3090169943749482
0.226,0.1207060058892927
